EMD_CD,EMD_NM,PRED_DATETIME,COLLECTED_AT,PRED_SEVERITY,RISK_LEVEL,AVG_ELEVATION,MIN_ELEVATION,MAX_ELEVATION,FLOOD_COUNT,AVG_SHIM,MAX_SHIM,AVG_AREA,TOTAL_SCALE,AVG_DEPTH_PER_AREA,RECENT_YR,AVG_WATL,MAX_WATL,SENSOR_COUNT,AVG_RN1,MAX_RN1,TOTAL_RN1,UPDATE_TIME,RISK_LEVEL_NUM
11110108,통인동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,40.73095825,38.380756,42.26243,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110142,소격동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,39.75525725,37.205143,42.372536,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110105,창성동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,40.00001333333333,38.33706,41.466778,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110166,연건동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,32.93166616129032,24.68036,41.09833,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110183,평창동,2026-06-09 12:51,2026-06-09 09:51,0.0001010405236759,안전,253.8596462104377,82.79383,680.074,3.0,0.3,0.3,639.5036423966667,575.553278157,0.0004794268190423,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110182,구기동,2026-06-09 12:51,2026-06-09 09:51,0.0001013988798659,안전,307.85826821749407,87.68659,679.94086,1.0,0.3,0.3,665.42416057,199.627248171,0.0004508402576531,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110175,숭인동,2026-06-09 12:51,2026-06-09 09:51,5.7354035253443646e-11,안전,32.214327,17.572678,79.64963,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110168,동숭동,2026-06-09 12:51,2026-06-09 09:51,1.379939205339186e-11,안전,43.760082454545454,26.129194,100.486595,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110140,삼청동,2026-06-09 12:51,2026-06-09 09:51,3.468838975979296e-06,안전,138.32199974626866,50.71738,311.6535,1.0,0.3,0.3,106.09166321,31.827498963,0.0028277433958799,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
11110184,부암동,2026-06-09 12:51,2026-06-09 09:51,1.6248705954363106e-11,안전,165.39929718079097,73.56305,286.16135,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-09 10:16,1
