EMD_CD,EMD_NM,PRED_SEVERITY,RISK_LEVEL,AVG_RN1,TOTAL_RN1,AVG_WATL,AVG_ELEVATION,DONG_AREA_KM2
11410107,옥천동,0.0,안전,0.0,0.0,0.0,92.374889,0.0543648248346444
11410116,창천동,0.0,안전,0.0,0.0,0.0,28.054236397260272,0.6065484718482684
11410106,천연동,0.0,안전,0.0,0.0,0.0,80.12199855555555,0.1533145525814799
11410111,홍제동,0.0,안전,0.0,0.0,0.0,92.6109649479452,3.1428748307588616
11410113,대신동,0.0,안전,0.0,0.0,0.0,52.452480575757576,0.2672079037265868
11410102,충정로3가,0.0,안전,0.0,0.0,0.0,64.18151665517242,0.2551189053476737
11410108,영천동,0.0,안전,0.0,0.0,0.0,84.24771166666667,0.1359656119702798
11410118,홍은동,0.0,안전,0.0,0.0,0.0,95.18022909478672,3.673174758754433
11410120,남가좌동,0.0,안전,0.0,0.0,0.0,29.42436155862069,1.2608191733227112
11410119,북가좌동,0.0,안전,0.0,0.0,0.0,20.74781195031056,1.4014086348301795
11440120,서교동,0.0,안전,0.0,0.0,0.0,14.56729880882353,1.1834860623233414
11440122,합정동,0.0,안전,0.0,0.0,0.0,9.270360191878172,1.7267710051950376
11440103,신공덕동,0.0,안전,0.0,0.0,0.0,26.76691379310345,0.241268741969911
11440108,대흥동,0.0,안전,0.0,0.0,0.0,32.557116117647055,0.6062239928099836
11440124,연남동,0.0,안전,0.0,0.0,0.0,13.364888182432432,0.6440211603474071
11440112,현석동,0.0,안전,0.0,0.0,0.0,12.092804036363638,0.1892164020261486
11440106,토정동,0.0,안전,0.0,0.0,0.0,6.190020146153846,0.1141485426665834
11440126,중동,0.0,안전,0.0,0.0,0.0,16.816590038461538,0.3340217581140263
11440123,망원동,0.0,안전,0.0,0.0,0.0,8.145401741584159,1.7412562140251708
11440117,신정동,0.0,안전,0.0,0.0,0.0,9.338149815384616,0.1146159377892653
11440102,공덕동,0.0,안전,0.0,0.0,0.0,29.696612102272727,0.7661187374206587
11440118,당인동,0.0,안전,0.0,0.0,0.0,9.243127172222223,0.3218398699950816
11440115,상수동,0.0,안전,0.0,0.0,0.0,19.35623382647059,0.5689570991241357
11440113,구수동,0.0,안전,0.0,0.0,0.0,12.791862285714286,0.050343530484666
11440121,동교동,0.0,안전,0.0,0.0,0.0,14.320499434782608,0.4112730494758342
11440127,상암동,0.0,안전,0.0,0.0,0.0,21.70361832564901,8.394089137332328
11440125,성산동,0.0,안전,0.0,0.0,0.0,19.384394003436427,2.554544140357361
11440114,창전동,0.0,안전,0.0,0.0,0.0,34.105666425925925,0.4763611018540939
11440101,아현동,0.0,안전,0.0,0.0,0.0,45.15175465555555,0.7876608604468192
11440109,염리동,0.0,안전,0.0,0.0,0.0,29.27700821538461,0.5374880142372228
11440105,용강동,0.0,안전,0.0,0.0,0.0,9.751270951428571,0.3014156724502484
11440116,하중동,0.0,안전,0.0,0.0,0.0,9.474012154545456,0.0940303508852888
11440110,노고산동,0.0,안전,0.0,0.0,0.0,25.587798457142856,0.3083634636649184
11440111,신수동,0.0,안전,0.0,0.0,0.0,21.45088834848485,0.5964004545194288
11440104,도화동,0.0,안전,0.0,0.0,0.0,19.74731661764706,0.5806146625176107
11440107,마포동,0.0,안전,0.0,0.0,0.0,12.128750772,0.2256985555711099
11470101,신정동,0.0,안전,0.0,0.0,0.0,22.570642965587528,7.185908989762933
11470103,신월동,0.0,안전,0.0,0.0,0.0,28.898334813513515,4.938880006925234
11470102,목동,0.0,안전,0.0,0.0,0.0,14.339368255609758,5.341682726069763
11500102,등촌동,0.0,안전,0.0,0.0,0.0,20.40409746091205,2.675556274845914
11500104,가양동,0.0001,주의,0.0,0.0,0.0,10.553558542804428,2.4011905890793743
11500108,공항동,0.0,안전,0.0,0.0,0.0,12.387153273652697,2.909030158378138
11500109,방화동,0.0,안전,0.0,0.0,0.0,17.270370085421412,3.881828223796332
11500111,과해동,0.0,안전,0.0,0.0,0.0,11.03402829326923,2.78410017301947
11500113,오쇠동,0.0,안전,0.0,0.0,0.0,11.295233,0.9869011440395872
11500112,오곡동,0.0,안전,0.0,0.0,0.0,10.46287091082353,3.738438920209632
11500110,개화동,0.0,안전,0.0,0.0,0.0,15.60351689907749,4.795834461001014
11500107,외발산동,0.0,안전,0.0,0.0,0.0,15.42852511513158,1.3269314309271376
11500106,내발산동,0.0,안전,0.0,0.0,0.0,16.61886817894737,1.6369985875393491
11500101,염창동,0.0,안전,0.0,0.0,0.0,11.840097488118811,1.7286761693093042
11500103,화곡동,0.0,안전,0.0,0.0,0.0,28.3601211611797,6.344726410693576
11500105,마곡동,0.0001,주의,0.0,0.0,0.0,8.774832077947297,6.241724238732657
11530111,천왕동,0.0,안전,0.0,0.0,0.0,38.030642903409095,1.5188933460519656
11530107,개봉동,0.0,안전,0.0,0.0,0.0,27.79869983603604,2.9404151121327944
11530106,고척동,0.0,안전,0.0,0.0,0.0,23.237894030120483,2.188826433464337
11530110,온수동,0.0,안전,0.0,0.0,0.0,49.80686745360825,0.844126051045145
11530108,오류동,0.0,안전,0.0,0.0,0.0,33.315007657088124,2.2650555633446694
11530102,구로동,0.0,안전,0.0,0.0,0.0,13.465938754695223,5.308140668290317
11530109,궁동,0.0,안전,0.0,0.0,0.0,49.8820147363184,1.8189626438358943
11530112,항동,0.0,안전,0.0,0.0,0.0,38.12945662264151,1.446921169520628
11530101,신도림동,0.0,안전,0.0,0.0,0.0,8.831506656329115,1.3917831300876222
11530103,가리봉동,0.0,안전,0.0,0.0,0.0,17.086720195652173,0.4079894785675169
11545102,독산동,0.0,안전,0.0,0.0,0.0,25.67229258768268,4.2088733442598105
11545101,가산동,0.0,안전,0.0,0.0,0.19,10.548472842105264,2.5075813797348774
11545103,시흥동,0.0,안전,0.0,0.0,0.055,69.31484539551192,6.297670283604088
11560122,문래동4가,0.0,안전,0.0,0.0,0.0,8.96873684090909,0.1765638857183109
11560102,영등포동1가,0.0,안전,0.0,0.0,0.0,11.0985387,0.0789726620356583
11560104,영등포동3가,0.0,안전,0.0,0.0,0.0,10.334834035714286,0.1181138290411822
11560124,문래동6가,0.0,안전,0.0,0.0,0.0,8.503507517647058,0.3203449634234646
11560107,영등포동6가,0.0,안전,0.0,0.0,0.0,9.731193409090908,0.0944575975339995
11560103,영등포동2가,0.0,안전,0.0,0.0,0.0,11.37307875,0.3125749979517752
11560114,당산동4가,0.0,안전,0.0,0.0,0.0,10.173229411764703,0.300508682007592
11560125,양평동1가,0.0,안전,0.0,0.0,0.0,8.766629,0.2323375226630682
11560126,양평동2가,0.0,안전,0.0,0.0,0.0,9.036515770833333,0.1910796641576456
11560108,영등포동7가,0.0,안전,0.0,0.0,0.0,10.662419833333333,0.2884018839275207
11560110,여의도동,0.0,안전,0.0,0.0,0.0,7.969784531995885,8.438335354940053
11560131,양화동,0.0,안전,0.0,0.0,0.0,7.359284922916667,1.6963120048388545
11560117,당산동,0.0,안전,0.0,0.0,0.0,9.5000811,0.8083359208761978
11560134,양평동,0.0,안전,0.0,0.0,0.0,6.805495930769231,0.5680436519186811
11560123,문래동5가,0.0,안전,0.0,0.0,0.0,8.7415737,0.297961944947386
11560121,문래동3가,0.0,안전,0.0,0.0,0.0,10.533689326666666,0.672332796126005
11560129,양평동5가,0.0,안전,0.0,0.0,0.0,9.23198648,0.2228444572272989
11560130,양평동6가,0.0,안전,0.0,0.0,0.0,10.263100653846154,0.1250411716672683
11560101,영등포동,0.0,안전,0.0,0.0,0.0,15.107067698529413,0.5892249657778393
11560113,당산동3가,0.0,안전,0.0,0.0,0.0,9.971085875,0.3643373779830218
11560111,당산동1가,0.0,안전,0.0,0.0,0.0,9.99982332,0.2179308386439511
11560118,도림동,0.0,안전,0.0,0.0,0.0,15.857164223880597,0.5875455704389618
11560120,문래동2가,0.0,안전,0.0,0.0,0.0,9.967369011764706,0.143418239660633
11560119,문래동1가,0.0,안전,0.0,0.0,0.0,11.020647631578948,0.1640639109629205
11560112,당산동2가,0.0,안전,0.0,0.0,0.0,9.777750764705884,0.1628498331061752
11560115,당산동5가,0.0,안전,0.0,0.0,0.0,11.644082606060609,0.2896002761349213
11560116,당산동6가,0.0,안전,0.0,0.0,0.0,12.54831652777778,0.1668558165331427
11560106,영등포동5가,0.0,안전,0.0,0.0,0.0,9.386672363636364,0.094969226765905
11560105,영등포동4가,0.0,안전,0.0,0.0,0.0,10.720442565217391,0.1945276791420804
11560109,영등포동8가,0.0,안전,0.0,0.0,0.0,11.2369515,0.1582375179373419
11560127,양평동3가,0.0,안전,0.0,0.0,0.0,8.90105557090909,0.475774136375716
11560133,대림동,0.0,안전,0.0,0.0,0.0,12.815823745652173,1.998175323153624
11560128,양평동4가,0.0,안전,0.0,0.0,0.0,10.773490646341465,0.3748466672061586
11560132,신길동,0.0,안전,0.0,0.0,0.0,19.442070557142856,3.612476665212158
11590102,상도동,0.0,안전,0.0,0.0,0.0,62.704285850490194,3.553696466783569
11590101,노량진동,0.0,안전,0.0,0.0,0.0,22.240619363742688,1.471017100419081
11590103,상도1동,0.0001,주의,0.0,0.0,0.0,54.041235,0.3150881773615712
11590108,대방동,0.0,안전,0.0,0.0,0.0,27.6766832511236,1.533561851942115
11590109,신대방동,0.0,안전,0.0,0.0,0.0,24.557251338624337,1.6597716854133997
11590105,흑석동,0.0,안전,0.0,0.0,0.0,40.27731962319588,1.6757550893430178
11590107,사당동,0.0,안전,0.0,0.0,0.0,49.11132751591512,3.2905626231422778
11590106,동작동,0.0,안전,0.0,0.0,0.0,48.87139909072581,2.1317693399875197
11590104,본동,0.0,안전,0.0,0.0,0.0,24.236929030952385,0.7571103982620674
11620101,봉천동,0.0,안전,0.0,0.0,0.0,84.24638815665236,8.153210464724783
11620102,신림동,0.0,안전,0.0,0.0,0.0,142.11356934112823,18.13332438720854
11620103,남현동,0.0,안전,0.0,0.0,0.0,163.05008768617023,3.27665184547419
11650109,내곡동,0.0,안전,0.0,0.0,0.0,103.60017786503718,8.275608863898121
11650104,원지동,0.0,안전,0.0,0.0,0.0,157.54195391609588,5.124062850022307
11650102,양재동,0.0,안전,0.0,0.0,0.0,30.63892008172043,4.071196349646421
11650111,신원동,0.0,안전,0.0,0.0,0.0,95.49153216293932,2.751468904467945
11650101,방배동,0.0,안전,0.0,0.0,0.0,53.69307536280884,6.68518082825477
11650103,우면동,0.0,안전,0.0,0.0,0.0,90.7411357834395,4.138110192294656
11650110,염곡동,0.0,안전,0.0,0.0,0.0,80.02330734920635,1.645961651620911
11650108,서초동,0.0,안전,0.0,0.0,0.0,40.23672501020408,6.39949073237439
11650107,반포동,0.0,안전,0.0,0.0,0.0,16.367323746892136,4.789329163068053
11650106,잠원동,0.0,안전,0.0,0.0,0.0,10.549023451156067,3.007778292754354
11680106,대치동,0.0,안전,0.0,0.0,0.0,19.63960681461187,3.792437051832669
11680103,개포동,0.0,안전,0.0,0.0,0.0,50.02724863461538,5.430800765679168
11680111,세곡동,0.0,안전,0.0,0.0,0.0,39.76636713138686,2.422147645202247
11680107,신사동,0.0,안전,0.0,0.0,0.0,17.002906000502513,1.7184278432264104
11680110,압구정동,0.0,안전,0.0,0.0,0.0,10.686374056065572,2.686044864505654
11680113,율현동,0.0,안전,0.0,0.0,0.0,24.511134908163264,1.267236875399661
11680114,일원동,0.0,안전,0.0,0.0,0.0,49.20355867837078,3.095973227196896
11680112,자곡동,0.0,안전,0.0,0.0,0.0,58.302981964052286,2.6783899838921905
11680115,수서동,0.0,안전,0.0,0.0,0.0,39.67474433496732,2.6252102837049973
11680105,삼성동,0.0,안전,0.0,0.0,0.0,29.41284611607629,3.190517346903122
11680108,논현동,0.0,안전,0.0,0.0,0.0,38.986130501612905,2.7172654813285657
11680101,역삼동,0.0,안전,0.0,0.0,0.0,35.358025605459055,3.497174771144243
11680104,청담동,0.0,안전,0.0,0.0,0.0,22.765734477238805,2.333502964967665
11680118,도곡동,0.0,안전,0.0,0.0,0.0,28.49872902360515,2.0413551589758008
11710113,거여동,0.0,안전,0.0,0.0,0.0,41.53149259774436,2.389657925095936
11710109,장지동,0.0,안전,0.0,0.0,0.0,25.56411204560261,2.716558392858356
11710108,문정동,0.0,안전,0.0,0.0,0.0,23.255639275167784,2.608057420710288
11710111,방이동,0.0,안전,0.0,0.0,0.0,19.7361764122807,4.465321831759843
11710112,오금동,0.0,안전,0.0,0.0,0.0,28.649759566137565,1.648776375006302
11710107,가락동,0.0,안전,0.0,0.0,0.0,24.92001252911392,3.429705622882095
11710106,삼전동,0.0,안전,0.0,0.0,0.0,14.161106905405406,0.953442154832866
11710105,석촌동,0.0,안전,0.0,0.0,0.0,14.943626401869158,0.9469143443481156
11710103,풍납동,0.0,안전,0.0,0.0,0.0,14.080688512043796,2.35358595655712
11710104,송파동,0.0,안전,0.0,0.0,0.0,21.95869003921569,1.31794836279951
11710101,잠실동,0.0,안전,0.0,0.0,0.0,13.097372470351758,5.210962916275381
11710114,마천동,0.0,안전,0.0,0.0,0.0,44.06313044099379,1.4678991021176873
11710102,신천동,0.0,안전,0.0,0.0,0.0,9.175441971805274,4.3480070981594565
11740102,고덕동,0.0,안전,0.0,0.0,0.0,27.97887595485961,4.011089948282871
11740106,둔촌동,0.0,안전,0.0,0.0,0.175,32.852801600719424,2.4629349543647696
11740109,천호동,0.0,안전,0.0,0.0,0.1525,18.95034485257143,3.061623818718531
11740103,상일동,0.0,안전,0.0,0.0,0.0,31.836603179640715,2.920730705876587
11740108,성내동,0.0,안전,0.0,0.0,0.44,16.637654415555556,1.95770504337562
11740105,길동,0.0,안전,0.0,0.0,0.144,27.78259753475936,1.612791420063285
11740110,강일동,0.0,안전,0.0,0.0,0.0,20.54592838188976,2.2677088061173145
11740101,명일동,0.0,안전,0.0,0.0,0.0566666666666666,34.45357417142857,1.5721318379957114
11740107,암사동,0.0,안전,0.0,0.0,0.055,19.204394862126865,4.692446044217444
