EMD_CD,EMD_NM,PRED_SEVERITY,RISK_LEVEL,AVG_RN1,TOTAL_RN1,AVG_WATL,AVG_ELEVATION,DONG_AREA_KM2
11140165,황학동,0.0,안전,0.0,0.0,0.0,22.71438136842105,0.3279006805632831
11140156,입정동,0.0,안전,0.0,0.0,0.0,23.6171238,0.0398046810177078
11140143,장충동1가,0.0,안전,0.0,0.0,0.0,36.04864611764706,0.148593862118792
11140144,장충동2가,0.0,안전,0.0,0.0,0.0,86.79654080291971,1.1977860427738964
11140160,인현동1가,0.0,안전,0.0,0.0,0.0,25.93670575,0.044235889981458
11140105,을지로2가,0.0,안전,0.0,0.0,0.0,27.277716357142857,0.1124485460024371
11140135,예관동,0.0,안전,0.0,0.0,0.0,28.2215322,0.0387083164156905
11140132,충무로4가,0.0,안전,0.0,0.0,0.0,30.76885471428572,0.058267957521966
11140107,삼각동,0.0,안전,0.0,0.0,0.0,26.2421875,0.0270463165214418
11140106,남대문로1가,0.0,안전,0.0,0.0,0.0,25.972254333333336,0.0187192252899539
11140137,필동1가,0.0,안전,0.0,0.0,0.0,35.28716325,0.0359225440463368
11140140,남학동,0.0,안전,0.0,0.0,0.0,39.743088,0.0107479970454729
11140109,장교동,0.0,안전,0.0,0.0,0.0,25.347435333333333,0.0341615512918844
11140161,저동2가,0.0,안전,0.0,0.0,0.0,30.1685845,0.0545602614079038
11140134,인현동2가,0.0,안전,0.0,0.0,0.0,26.909355666666663,0.0703496692806436
11140126,명동1가,0.0,안전,0.0,0.0,0.0,30.1417625,0.0367900207322485
11140131,저동1가,0.0,안전,0.0,0.0,0.0,32.066659,0.0354902269308622
11140169,의주로1가,0.0,안전,0.0,0.0,0.0,32.72752025,0.0268436195873931
11140172,의주로2가,0.0,안전,0.0,0.0,0.0,30.940629666666663,0.0396250631138585
11140122,회현동2가,0.0,안전,0.0,0.0,0.0,44.458704,0.0704636883674375
11140128,남산동1가,0.0,안전,0.0,0.0,0.0,45.2888945,0.0230010394694081
11140130,남산동3가,0.0,안전,0.0,0.0,0.0,39.79776266666666,0.0289822159947687
11140158,충무로3가,0.0,안전,0.0,0.0,0.0,32.94202425,0.047142699840525
11140133,충무로5가,0.0,안전,0.0,0.0,0.0,29.75512057142857,0.0543285841492943
11140159,초동,0.0,안전,0.0,0.0,0.0,28.556668142857145,0.0516048551760808
